,Подадена руда  от МГТЛ  за денонощието ,Състояние  на склад №2,Натрошена  руда от  Цех ССТ ,Класа_15,Класа_12,Превозена руда  до междинни бункери,Състояние на междинни бункери,Преработена  руда  в цех МФЦ ,Влага на преработената руда,Суха преработена руда,Грано,Дайки,Шисти,"Смилане   класа + 0,20мм","Смилане   класа -0,08мм",Плътност на пулпа,Съдържание  на мед в рудите по Куриер ,Съдържание  на мед в отпадъка по Куриер ,Съдържание  на мед в медния к-т Куриер,Технологично  извличане по Куриер,Товарно  извличане ,Добит  меден  концентрат,Влага на медния концентрат,Съдържание  на мед в медния к-т,Метал мед  в медния концентрат ,Литрово  тегло  в сгъстителя
261,19152.0,3.0,13140.0,6.7,8.2,13150.0,5.2,14313.0,0.06,13454.0,0.763,0.193,0.044,0.209,0.513,0.39,0.00313,0.00028,0.2194,0.9117066581749595,0.9015394442873532,183.0,0.087,0.2036,34.0172844,1.6
262,17258.0,1.0,16160.0,6.8,7.9,16055.0,5.2,15243.0,0.06,14328.0,0.73,0.246,0.024,0.208,0.509,0.4,0.0031,0.00031,0.1882,0.9014849113843206,0.895066452129233,186.0,0.086,0.2199,37.38387960000001,1.68
263,5198.0,0.0,10177.0,6.0,7.8,10212.0,6.8,15713.0,0.063,14723.0,0.593,0.382,0.025,0.211,0.515,0.4,0.00312,0.00026,0.2124,0.9177901385877252,0.9126011167187245,200.0,0.096,0.2181,39.43248,1.65
264,20944.0,1.0,14370.0,9.8,9.9,14115.0,7.0,15510.0,0.07,14424.0,0.679,0.308,0.013,0.22,0.505,0.4,0.00302,0.00026,0.216,0.9150086841101965,0.9030406756066198,174.0,0.085,0.2167,34.500807,1.6
265,15455.0,1.0,15154.0,7.8,10.6,15248.0,6.9,15528.0,0.064,14534.0,0.619,0.318,0.063,0.222,0.499,0.4,0.00306,0.00026,0.2122,0.9161552073252944,0.9079226777253079,192.0,0.089,0.2102,36.7665024,1.68
266,5398.0,0.0,14113.0,7.8,8.0,13984.0,7.5,15542.0,0.068,14485.0,0.567,0.357,0.076,0.22,0.51,0.4,0.00316,0.00026,0.2167,0.918823938110132,0.9123366784854391,196.0,0.088,0.2163,38.6640576,1.65
267,18717.0,2.0,14484.0,6.9,10.7,14445.0,7.5,15499.0,0.068,14445.0,0.507,0.341,0.152,0.223,0.507,0.4,0.00318,0.00027,0.219,0.9162239307701664,0.9005351971327249,179.0,0.091,0.2143,34.8689673,1.68
268,17600.0,1.0,16029.0,5.6,9.4,15280.0,7.6,15696.0,0.072,14566.0,0.673,0.253,0.074,0.233,0.506,0.4,0.00327,0.00027,0.2189,0.9185641864034877,0.9056212415795059,192.0,0.097,0.2148,37.2411648,1.7
269,4761.0,0.0,11628.0,5.9,10.8,11900.0,8.3,14062.0,0.065,13148.0,0.542,0.3,0.158,0.22,0.517,0.4,0.00314,0.00027,0.2127,0.9151744553694869,0.8953826956711116,156.0,0.102,0.2143,30.020858399999998,1.65
270,18829.0,1.0,12648.0,6.4,10.3,13232.0,8.4,13870.0,0.063,12996.0,0.471,0.3,0.229,0.221,0.515,0.4,0.00305,0.00028,0.225,0.9093283298997953,0.8804721631748069,148.0,0.121,0.2037,26.4997404,1.61
271,13000.0,0.0,13657.0,13.1,12.9,14435.0,8.1,13757.0,0.062,12904.0,0.46,0.512,0.028,0.228,0.502,0.4,0.00312,0.00027,0.2246,0.9145609661590584,0.9277963998947956,222.0,0.111,0.2231,44.0305698,1.7
272,12126.0,0.0,14764.0,9.9,9.5,14969.0,8.3,13837.0,0.061,12993.0,0.725,0.22,0.055,0.207,0.521,0.4,0.0032,0.00029,0.2273,0.9105367054314788,0.915532364704787,200.0,0.097,0.2227,40.21962,1.7
273,18264.0,1.0,14478.0,7.9,10.7,14257.0,7.8,14057.0,0.069,13087.0,0.527,0.295,0.178,0.202,0.527,0.4,0.00331,0.0003,0.2267,0.9105705486105921,0.9065795126220196,179.0,0.092,0.2312,37.5773984,1.58
274,9200.0,1.0,13768.0,9.4,11.3,14084.0,7.8,13771.0,0.064,12890.0,0.512,0.433,0.055,0.208,0.525,0.4,0.00332,0.0003,0.2241,0.910857908847185,0.9046914639914082,177.0,0.083,0.223,36.194907,1.6
275,12447.0,0.0,13579.0,12.9,10.4,13496.0,7.5,13381.0,0.065,12511.0,0.547,0.392,0.061,0.199,0.531,0.4,0.00326,0.00028,0.2272,0.9152383640514372,0.9105875469055195,174.0,0.084,0.2207,35.176048800000004,1.6
276,18203.0,1.0,14657.0,8.8,10.8,13803.0,6.9,13596.0,0.062,12753.0,0.64,0.285,0.075,0.2,0.531,0.41,0.00321,0.00027,0.2224,0.9170011162108912,0.9220691736049804,196.0,0.087,0.2242,40.120141600000004,1.68
277,10200.0,0.0,14690.0,4.2,9.2,14067.0,6.9,14241.0,0.064,13330.0,0.651,0.317,0.032,0.212,0.514,0.4,0.00319,0.00028,0.2263,0.9133557964604349,0.906918058202296,176.0,0.087,0.2233,35.881630400000006,1.6
278,4671.0,1.0,12798.0,4.1,10.4,13338.0,7.7,14755.0,0.065,13796.0,0.722,0.235,0.043,0.222,0.517,0.4,0.00318,0.00027,0.221,0.9162136957214868,0.8954422017475011,154.0,0.087,0.2243,31.5370286,1.6
279,18500.0,3.0,14016.0,3.4,12.5,13047.0,7.9,15119.0,0.063,14167.0,0.69,0.273,0.037,0.225,0.497,0.4,0.00315,0.00026,0.2226,0.9185331774159695,0.9323367000108201,248.0,0.089,0.2208,49.8849024,1.8
280,18067.0,1.0,14928.0,4.0,7.8,14195.0,8.2,15094.0,0.07,14037.0,0.577,0.323,0.1,0.228,0.489,0.4,0.00298,0.00027,0.2229,0.9104988654543744,0.9099427811896766,183.0,0.089,0.2267,37.7938371,1.65
281,4345.0,0.0,13258.0,4.2,10.4,13119.0,8.5,15069.0,0.068,14044.0,0.677,0.269,0.054,0.237,0.484,0.41,0.00302,0.00028,0.2172,0.9084558899853825,0.9069620199390795,187.0,0.091,0.2225,37.8212175,1.59
282,18937.0,1.0,14569.0,3.0,8.6,13525.0,9.0,15060.0,0.07,14006.0,0.679,0.25,0.071,0.218,0.504,0.39,0.00312,0.00028,0.2177,0.9114286657750921,0.9144879546858415,212.0,0.087,0.2134,41.30485040000001,1.7
283,17811.0,1.0,15754.0,2.6,7.5,15418.0,8.8,15204.0,0.067,14185.0,0.661,0.29,0.049,0.223,0.498,0.39,0.00324,0.00027,0.2198,0.9177940752213063,0.9153978999675465,204.0,0.087,0.2193,40.8450636,1.6
284,3804.0,0.0,13423.0,2.9,7.3,12880.0,9.6,15299.0,0.064,14320.0,0.581,0.353,0.066,0.206,0.517,0.39,0.00324,0.00026,0.2182,0.920850341638938,0.9197914279215605,212.0,0.093,0.2188,42.071739199999996,1.58
285,21500.0,1.0,12915.0,6.1,7.8,12495.0,9.4,13948.0,0.063,13069.0,0.617,0.347,0.036,0.217,0.503,0.39,0.00319,0.00027,0.2158,0.9165071973193731,0.9176519709706795,205.0,0.09,0.2075,38.709125,1.6
286,14757.0,1.0,15912.0,5.0,8.0,14668.0,8.8,13546.0,0.069,12611.0,0.63,0.344,0.026,0.195,0.527,0.39,0.00315,0.00027,0.2296,0.9153621418915973,0.9172521580224264,180.0,0.085,0.2259,37.20573,1.6
287,3668.0,1.0,16765.0,6.3,12.6,16417.0,8.3,14644.0,0.068,13648.0,0.616,0.348,0.036,0.185,0.534,0.39,0.00319,0.00026,0.2224,0.9195703350678625,0.9221687499464664,203.0,0.089,0.224,41.424991999999996,1.6
288,18100.0,6.0,15588.0,4.6,10.6,15415.0,8.9,15382.0,0.067,14351.0,0.668,0.313,0.019,0.201,0.517,0.4,0.00324,0.00027,0.2279,0.9177539574455623,0.9166751389647751,203.0,0.086,0.2265,42.025263,1.65
289,17434.0,1.0,18109.0,4.1,9.8,17691.0,8.1,15771.0,0.065,14746.0,0.798,0.173,0.029,0.216,0.489,0.39,0.00338,0.00027,0.2231,0.9212332377456532,0.9210208307814127,222.0,0.088,0.2259,45.736617599999995,1.65
290,8964.0,1.0,13861.0,5.0,10.0,14147.0,8.5,15913.0,0.073,14751.0,0.773,0.201,0.026,0.217,0.512,0.4,0.00327,0.00027,0.2224,0.9185463343434314,0.9221358094878331,230.0,0.086,0.2209,46.437598,1.7
291,18400.0,7.0,16827.0,8.4,12.0,16935.0,8.1,15976.0,0.06,15017.0,0.672,0.309,0.019,0.22,0.506,0.39,0.00313,0.00026,0.2246,0.9179955914701584,0.9187877185257608,211.0,0.091,0.2271,43.5575529,1.7
292,17142.0,7.0,17436.0,11.4,9.6,17488.0,8.1,16016.0,0.061,15039.0,0.845,0.138,0.017,0.218,0.508,0.39,0.00314,0.00026,0.223,0.9182680786887573,0.9177726594136794,213.0,0.088,0.2215,43.027704,1.6
293,17962.0,1.0,5599.0,5.9,8.9,6456.0,11.1,15188.0,0.063,14231.0,0.762,0.203,0.035,0.212,0.503,0.39,0.00318,0.00025,0.2263,0.9224026520542152,0.9249971792553889,212.0,0.09,0.2241,43.233372,1.68
294,0.0,1.0,0.0,6.4,9.4,0.0,13.5,12667.0,0.061,11894.0,0.712,0.234,0.054,0.178,0.531,0.39,0.00316,0.0003,0.2178,0.9063116542994327,0.9111002719742853,175.0,0.087,0.2255,36.0292625,1.54
295,12108.0,0.0,14595.0,9.1,9.9,14660.0,11.8,10763.0,0.068,10031.0,0.769,0.192,0.039,0.184,0.527,0.38,0.00318,0.00032,0.2174,0.9006968419027619,0.8979978739335986,141.0,0.09,0.2171,27.856101,1.5
296,10880.0,4.0,17651.0,2.0,8.1,17347.0,10.9,13372.0,0.073,12396.0,0.805,0.175,0.02,0.185,0.53,0.4,0.00323,0.00026,0.2258,0.9205646386752291,0.9243066468465287,188.0,0.086,0.2256,38.7652992,1.68
297,19059.0,2.0,15154.0,2.7,9.4,15625.0,10.9,14650.0,0.071,13610.0,0.692,0.288,0.02,0.197,0.526,0.39,0.00311,0.00026,0.2223,0.9174717802359994,0.9163216847906095,187.0,0.09,0.2246,38.220182,1.6
298,16761.0,1.0,17125.0,5.2,10.9,17223.0,10.3,14864.0,0.071,13809.0,0.681,0.304,0.015,0.213,0.512,0.39,0.00304,0.00025,0.2247,0.9187853935350739,0.9177776343754219,185.0,0.089,0.2256,38.021496,1.57
299,6058.0,0.0,15041.0,5.8,9.0,16325.0,10.2,15600.0,0.073,14461.0,0.654,0.326,0.02,0.228,0.498,0.39,0.00306,0.00026,0.223,0.9161007793018737,0.9163377929773733,198.0,0.093,0.2262,40.622353200000006,1.65
300,18557.0,5.0,15542.0,5.5,8.7,16030.0,10.2,15885.0,0.075,14694.0,0.701,0.277,0.022,0.232,0.495,0.39,0.00296,0.00026,0.221,0.9132365581128834,0.9109042842861815,191.0,0.092,0.2223,38.5530444,1.6
301,21385.0,2.0,17637.0,4.3,9.6,17618.0,9.5,16228.0,0.066,15157.0,0.641,0.351,0.008,0.233,0.495,0.4,0.00305,0.00026,0.2215,0.9158291122169826,0.8950937430172727,168.0,0.091,0.2177,33.2454024,1.6
302,5772.0,1.0,16223.0,3.9,7.2,16553.0,9.5,15984.0,0.064,14961.0,0.72,0.254,0.026,0.221,0.502,0.4,0.00318,0.00028,0.2274,0.9130739630616681,0.9139750777721409,223.0,0.1,0.2185,43.85295000000001,1.75
303,18670.0,6.0,16304.0,6.4,9.0,17231.0,9.0,16069.0,0.07,14944.0,0.765,0.207,0.028,0.227,0.498,0.39,0.00315,0.00029,0.2348,0.9090592813248565,0.9164658095149927,225.0,0.098,0.2308,46.840860000000006,1.65
304,20148.0,2.0,18236.0,3.0,6.7,17942.0,8.6,16164.0,0.078,14903.0,0.651,0.335,0.014,0.229,0.5,0.39,0.00319,0.00032,0.2381,0.9008973021346093,0.9014142899256953,200.0,0.091,0.2366,43.01388,1.7
305,8573.0,1.0,15671.0,4.7,8.9,16029.0,9.0,16090.0,0.077,14851.0,0.763,0.22,0.017,0.217,0.513,0.4,0.00317,0.00034,0.2405,0.8940083582553797,0.9018427866876189,207.0,0.094,0.2439,45.7414938,1.65
306,20877.0,4.0,15390.0,3.8,8.7,15797.0,9.5,16036.0,0.076,14817.0,0.798,0.181,0.021,0.224,0.499,0.39,0.00287,0.00033,0.245,0.8862110936881633,0.8918596618393282,176.0,0.096,0.2504,39.83964160000001,1.65
307,20370.0,1.0,18062.0,3.8,9.0,17912.0,8.7,15950.0,0.071,14818.0,0.746,0.227,0.027,0.222,0.493,0.4,0.0028,0.00034,0.2405,0.8798152422194728,0.8871558098148139,169.0,0.092,0.2551,39.1456052,1.65
308,6296.0,0.0,15781.0,1.2,7.5,16846.0,8.6,15823.0,0.072,14684.0,0.734,0.246,0.02,0.221,0.506,0.39,0.00287,0.00034,0.2369,0.8828000999223481,0.8900033755145063,176.0,0.096,0.2508,39.903283200000004,1.6
309,17334.0,8.0,17102.0,3.6,7.8,16893.0,8.8,16048.0,0.07,14925.0,0.781,0.197,0.022,0.226,0.504,0.39,0.00283,0.00032,0.2304,0.888159349705372,0.8932224501237019,179.0,0.096,0.2439,39.4669224,1.6
310,20816.0,3.0,18311.0,3.0,6.1,17939.0,8.1,16171.0,0.074,14974.0,0.705,0.224,0.071,0.219,0.509,0.4,0.00286,0.00031,0.2239,0.8928445765960862,0.9039584778034017,203.0,0.092,0.2338,43.094951200000004,1.7
311,6193.0,2.0,11267.0,1.7,7.4,11194.0,9.8,16074.0,0.076,14852.0,0.728,0.246,0.026,0.225,0.497,0.4,0.0029,0.00031,0.2248,0.8943367418255327,0.8935704063416638,184.0,0.091,0.2282,38.1678192,1.6
312,19191.0,5.0,11883.0,4.6,9.5,12521.0,10.5,15581.0,0.072,14459.0,0.67,0.314,0.016,0.217,0.5,0.4,0.0028,0.00029,0.2208,0.8976074943151268,0.9032335222224179,182.0,0.093,0.2341,38.6438234,1.58
313,16951.0,2.0,16854.0,1.8,9.0,16545.0,10.1,15326.0,0.066,14314.0,0.822,0.159,0.019,0.213,0.495,0.4,0.00284,0.00028,0.2193,0.9025608311543997,0.906544397960689,188.0,0.091,0.2245,38.365254,1.68
314,19270.0,0.0,18594.0,1.9,8.2,17651.0,8.9,15502.0,0.062,14541.0,0.736,0.238,0.026,0.207,0.497,0.4,0.0029,0.00028,0.2195,0.904602210344513,0.9141603504076905,205.0,0.087,0.2284,42.748486,1.62
315,18532.0,3.0,18500.0,1.9,7.8,18179.0,8.2,16117.0,0.067,15037.0,0.701,0.28,0.019,0.213,0.509,0.39,0.00307,0.00027,0.2205,0.9131702849597128,0.9178719138569943,216.0,0.089,0.2273,44.7271848,1.59
316,15600.0,4.0,18786.0,2.5,7.9,17977.0,7.6,16270.0,0.065,15212.0,0.73,0.249,0.021,0.227,0.494,0.4,0.00305,0.00028,0.2185,0.9093620365069993,0.9136806821387545,210.0,0.087,0.2319,44.462187,1.6
317,18427.0,0.0,18599.0,2.0,6.5,17714.0,7.3,16255.0,0.066,15182.0,0.803,0.181,0.016,0.228,0.495,0.39,0.00309,0.00027,0.2195,0.9137453284199908,0.9183858004594867,216.0,0.089,0.2311,45.4749336,1.6
318,18348.0,5.0,18942.0,1.5,9.0,17433.0,6.9,16121.0,0.071,14976.0,0.681,0.313,0.06,0.216,0.507,0.39,0.00307,0.00026,0.2197,0.9163939361193018,0.9226253932110572,225.0,0.094,0.2244,45.743939999999995,1.59
319,16925.0,2.0,17528.0,2.1,5.7,16216.0,6.7,16069.0,0.072,14912.0,0.673,0.305,0.022,0.229,0.498,0.39,0.00307,0.00028,0.2103,0.9100063992664573,0.9213315109912014,242.0,0.088,0.218,48.113472,1.7
320,5797.0,2.0,14867.0,3.0,7.3,14558.0,7.0,15996.0,0.071,14860.0,0.756,0.223,0.021,0.228,0.504,0.39,0.00303,0.00028,0.2099,0.9088030738003674,0.9110072023952641,214.0,0.083,0.2139,41.9753082,1.7
321,18563.0,8.0,17995.0,2.9,7.1,18069.0,6.7,16037.0,0.07,14914.0,0.696,0.27,0.034,0.217,0.512,0.4,0.00301,0.00026,0.2131,0.9147373192534316,0.9200814589069116,217.0,0.081,0.2206,43.9927138,1.7
322,21200.0,3.0,17058.0,0.8,8.5,17475.0,6.3,15913.0,0.073,14751.0,0.622,0.365,0.013,0.22,0.499,0.39,0.00307,0.00025,0.2198,0.91961274059985,0.9240177674889315,210.0,0.085,0.2301,44.213715,1.65
323,9015.0,3.0,17332.0,2.8,7.4,18231.0,6.0,16043.0,0.075,14840.0,0.76,0.226,0.014,0.228,0.486,0.39,0.00299,0.00025,0.2123,0.917468351236023,0.9253923746522038,224.0,0.088,0.2219,45.3315072,1.6
324,18390.0,9.0,17085.0,2.9,8.3,17520.0,6.3,16246.0,0.078,14979.0,0.667,0.299,0.034,0.245,0.474,0.39,0.0029,0.00024,0.2248,0.9182216871614068,0.9210407798521165,204.0,0.089,0.2226,41.368874399999996,1.62
325,20800.0,4.0,17834.0,2.2,7.9,18415.0,5.8,16356.0,0.07,15211.0,0.774,0.21,0.016,0.254,0.465,0.39,0.00299,0.00025,0.2267,0.917399648936508,0.9253964866262417,219.0,0.086,0.2323,46.4985618,1.68
326,8878.0,4.0,4635.0,3.1,7.5,5203.0,9.0,15219.0,0.074,14093.0,0.617,0.368,0.015,0.252,0.477,0.39,0.00308,0.00025,0.2224,0.9198651899529685,0.9300139883754831,220.0,0.092,0.2308,46.104608000000006,1.62
327,14218.0,0.0,6224.0,2.8,8.8,6886.0,11.6,14484.0,0.069,13485.0,0.631,0.34,0.029,0.243,0.481,0.39,0.00295,0.00026,0.2154,0.9129664089445897,0.9199439671344012,206.0,0.088,0.2112,39.6785664,1.6
328,13363.0,0.0,18163.0,3.4,9.7,17253.0,9.7,15230.0,0.061,14301.0,0.686,0.294,0.02,0.242,0.477,0.39,0.00298,0.00026,0.2247,0.913809044793365,0.9196378465369415,203.0,0.09,0.2271,41.952183000000005,1.6
329,6623.0,1.0,17141.0,4.9,9.8,16796.0,9.6,15948.0,0.072,14800.0,0.702,0.283,0.015,0.244,0.481,0.39,0.00312,0.00026,0.2262,0.9177215189873419,0.9249718239487265,220.0,0.095,0.2348,46.74868,1.61
330,19284.0,4.0,13957.0,6.2,9.8,15044.0,4.0,15441.0,0.062,14484.0,0.763,0.217,0.02,0.233,0.488,0.39,0.00303,0.00027,0.2203,0.9120088484783578,0.9136530090521234,207.0,0.089,0.2163,40.7892051,1.7
331,18318.0,0.0,14679.0,4.7,9.8,15767.0,9.3,15093.0,0.074,13976.0,0.624,0.242,0.134,0.222,0.493,0.38,0.00296,0.00028,0.2203,0.9065576348096118,0.9154096508698357,207.0,0.09,0.2215,41.723955000000004,1.62
332,15367.0,0.0,17640.0,5.1,9.8,16589.0,8.7,15384.0,0.072,14276.0,0.686,0.28,0.034,0.232,0.497,0.39,0.00295,0.00028,0.2209,0.9062334345888091,0.9096304621670103,197.0,0.087,0.2206,39.677336600000004,1.58
333,19100.0,3.0,17065.0,2.9,8.5,17344.0,8.4,16032.0,0.067,14958.0,0.689,0.268,0.043,0.244,0.488,0.4,0.00292,0.00028,0.2275,0.9052237105309803,0.9082732763635956,194.0,0.089,0.2316,40.9315944,1.65
334,16657.0,1.0,17915.0,3.3,7.7,17924.0,8.0,16185.0,0.066,15117.0,0.715,0.234,0.051,0.25,0.483,0.4,0.00305,0.00028,0.2241,0.9093328801979343,0.9032782274726926,190.0,0.097,0.2275,39.032175,1.65
335,16968.0,0.0,16353.0,2.9,8.0,16066.0,8.0,16193.0,0.07,15059.0,0.744,0.216,0.04,0.228,0.499,0.4,0.003,0.00027,0.2344,0.9110494169905609,0.9257045008987134,239.0,0.097,0.2311,49.875308700000005,1.8
336,20000.0,2.0,18715.0,2.6,9.0,18375.0,7.1,16373.0,0.07,15227.0,0.75,0.223,0.027,0.229,0.503,0.4,0.00287,0.00027,0.2377,0.9069535403869631,0.9146991278972672,203.0,0.098,0.2376,43.5059856,1.8
337,14709.0,1.0,17070.0,3.7,6.7,17136.0,7.0,16302.0,0.066,15226.0,0.849,0.124,0.027,0.23,0.498,0.4,0.00285,0.00026,0.2402,0.909756678935816,0.9227564691409678,216.0,0.1,0.2399,46.63656,1.75
338,16089.0,0.0,18339.0,3.3,9.3,18116.0,6.4,16364.0,0.065,15300.0,0.851,0.133,0.016,0.229,0.497,0.39,0.00291,0.00026,0.2446,0.9116219385583775,0.9288265732106119,234.0,0.098,0.2423,51.1417764,1.7
339,18500.0,3.0,17663.0,4.9,8.7,17302.0,6.2,16341.0,0.068,15230.0,0.804,0.139,0.057,0.245,0.479,0.39,0.00292,0.00026,0.2471,0.9119184297742646,0.9223651059834376,203.0,0.091,0.2516,46.426993200000005,1.58
340,16961.0,1.0,17204.0,6.3,9.2,17667.0,6.0,16255.0,0.066,15182.0,0.781,0.189,0.03,0.239,0.483,0.39,0.00301,0.00027,0.2415,0.9113178680194237,0.9231437185350188,216.0,0.093,0.2478,48.5469936,1.6
341,15428.0,0.0,18912.0,6.3,9.9,18332.0,5.0,16064.0,0.066,15004.0,0.698,0.275,0.027,0.245,0.482,0.39,0.00305,0.00027,0.2295,0.9125489968912318,0.926424343480347,234.0,0.092,0.2364,50.228380800000004,1.7
342,17088.0,4.0,19108.0,4.1,9.6,19225.0,4.3,16036.0,0.068,14946.0,0.711,0.238,0.051,0.239,0.486,0.39,0.0031,0.00027,0.2208,0.9140209144246341,0.9205021392812814,226.0,0.092,0.2243,46.0281544,1.65
343,19484.0,1.0,17442.0,4.4,9.5,17208.0,4.2,16287.0,0.071,15131.0,0.684,0.285,0.031,0.245,0.489,0.39,0.00314,0.00027,0.2221,0.9151252278743319,0.9230834504765562,241.0,0.089,0.2198,48.2573098,1.61
344,6360.0,0.0,10759.0,2.6,9.4,12070.0,6.0,16060.0,0.065,15016.0,0.719,0.247,0.034,0.22,0.504,0.4,0.00304,0.00026,0.2246,0.9155335182031035,0.9199176791297882,212.0,0.086,0.2282,44.217857599999995,1.65
345,17180.0,0.0,18607.0,3.9,9.7,18491.0,5.7,16207.0,0.072,15040.0,0.717,0.257,0.026,0.218,0.511,0.4,0.00297,0.00027,0.2255,0.9101807041690717,0.921313736788321,223.0,0.094,0.2319,46.8526122,1.6
346,3958.0,1.0,12572.0,2.0,8.8,13776.0,6.7,16396.0,0.064,15347.0,0.747,0.236,0.017,0.218,0.506,0.4,0.00299,0.00026,0.2264,0.9140932319724988,0.9212743437106183,219.0,0.09,0.231,46.035990000000005,1.7
347,20840.0,3.0,16469.0,3.5,7.7,17120.0,6.7,16528.0,0.067,15421.0,0.764,0.178,0.058,0.215,0.505,0.39,0.00311,0.00026,0.231,0.9174313205074572,0.9248076453394525,233.0,0.095,0.2304,48.583296000000004,1.64
348,18402.0,2.0,18904.0,3.0,7.6,18929.0,5.4,16636.0,0.065,15555.0,0.753,0.23,0.017,0.226,0.5,0.39,0.00331,0.00026,0.2524,0.9224003257193948,0.9298501351300178,233.0,0.091,0.2494,52.8221718,1.6
349,2715.0,5.0,11155.0,3.4,7.8,12368.0,7.4,16592.0,0.065,15514.0,0.731,0.237,0.032,0.216,0.521,0.4,0.00325,0.00028,0.2406,0.9149108880467071,0.931081036980236,242.0,0.093,0.2633,57.79277019999999,1.65
350,17971.0,7.0,16519.0,3.4,7.3,16230.0,7.0,16573.0,0.069,15429.0,0.795,0.183,0.022,0.213,0.518,0.39,0.00315,0.0003,0.2247,0.9059714795008914,0.9156210224644086,246.0,0.094,0.2218,49.4338968,1.65
351,17097.0,5.0,17971.0,5.3,8.1,18153.0,6.4,16698.0,0.071,15512.0,0.758,0.213,0.029,0.22,0.506,0.4,0.00332,0.00029,0.2426,0.9137428754264303,0.9284479603334891,262.0,0.089,0.2405,57.403021,1.75
352,5735.0,4.0,12294.0,4.7,8.7,12485.0,7.5,16611.0,0.071,15432.0,0.732,0.198,0.07,0.209,0.513,0.39,0.00331,0.0003,0.2317,0.9105445116681071,0.9230432059221114,254.0,0.091,0.2366,54.6276276,1.72
353,17580.0,10.0,15911.0,5.5,9.3,16070.0,7.5,16165.0,0.074,14969.0,0.839,0.138,0.023,0.206,0.515,0.39,0.00313,0.00029,0.2326,0.908480914631119,0.9125723443957369,208.0,0.084,0.2345,44.678816000000005,1.65
354,20361.0,5.0,18047.0,4.2,9.9,18079.0,6.5,16157.0,0.067,15074.0,0.764,0.194,0.042,0.219,0.5,0.4,0.00311,0.00029,0.2284,0.9079051808507235,0.9241378159920816,243.0,0.087,0.2362,52.4030958,1.75
355,19197.0,3.0,17223.0,6.3,9.7,17801.0,6.3,16321.0,0.061,15325.0,0.717,0.209,0.074,0.209,0.509,0.4,0.00309,0.00029,0.2289,0.9072983497141656,0.9107602197066784,216.0,0.09,0.2275,44.717400000000005,1.65
356,18348.0,6.0,18741.0,5.9,8.8,17904.0,5.5,16366.0,0.069,15237.0,0.633,0.352,0.015,0.209,0.512,0.39,0.00317,0.00029,0.2296,0.9096663189403625,0.9165130168840219,223.0,0.089,0.2353,47.80190090000001,1.62
357,15927.0,5.0,17899.0,5.6,9.6,18570.0,5.0,16336.0,0.064,15290.0,0.695,0.267,0.038,0.22,0.507,0.39,0.00334,0.00028,0.2253,0.9173076830961666,0.9281221527939961,252.0,0.089,0.2369,54.3856068,1.75
358,19675.0,2.0,19052.0,5.7,9.1,19137.0,4.4,16251.0,0.065,15195.0,0.713,0.216,0.071,0.221,0.504,0.39,0.00337,0.00029,0.2157,0.9151770063216692,0.9163909045334071,239.0,0.083,0.2169,47.53645470000001,1.7
359,18598.0,6.0,18426.0,6.5,10.7,18466.0,3.3,16121.0,0.072,14960.0,0.61,0.314,0.076,0.223,0.501,0.4,0.0033,0.00029,0.2198,0.9133262376394807,0.9162895058965168,225.0,0.087,0.2277,46.77527250000001,1.64
360,18330.0,4.0,18383.0,8.1,11.9,18647.0,2.9,15689.0,0.064,14685.0,0.73,0.233,0.037,0.202,0.524,0.4,0.00312,0.00027,0.2031,0.9146775056034041,0.917347818323339,223.0,0.085,0.2124,43.339158000000005,1.6
361,17319.0,3.0,17985.0,10.2,10.3,18292.0,2.5,15553.0,0.065,14542.0,0.764,0.167,0.069,0.187,0.505,0.39,0.00309,0.00029,0.207,0.9074201322334701,0.9043047655592066,218.0,0.082,0.1961,39.244316399999995,1.6
362,17751.0,2.9,13520.0,3.7,8.2,13333.0,2.9,15601.0,0.072,14478.0,0.524,0.349,0.127,0.228,0.505,0.39,0.00309,0.00028,0.2254,0.9105161892801366,0.9061880443192643,188.0,0.088,0.2254,38.6461824,1.55
363,19600.0,2.0,18130.0,6.8,9.9,18463.0,2.0,15972.0,0.067,14902.0,0.534,0.423,0.043,0.233,0.504,0.39,0.00299,0.00027,0.2231,0.910801266229171,0.902517784072973,175.0,0.091,0.2314,36.809955,1.55
364,4986.0,1.0,11416.0,5.3,9.6,11836.0,3.0,15620.0,0.067,14573.0,0.655,0.301,0.044,0.219,0.517,0.39,0.00295,0.00029,0.2026,0.9029874441723518,0.9036748507416618,212.0,0.086,0.2016,39.063628800000004,1.55
365,17964.0,7.0,18710.0,3.1,8.8,17761.0,2.3,15971.0,0.074,14789.0,0.575,0.367,0.058,0.231,0.512,0.39,0.00298,0.00029,0.2175,0.903889750091845,0.9061972689324771,206.0,0.087,0.2172,40.8505416,1.7
366,20800.0,3.0,17119.0,2.7,10.0,17109.0,1.9,16076.0,0.063,15063.0,0.472,0.496,0.032,0.236,0.504,0.39,0.00297,0.00031,0.219,0.896892469438082,0.8919489138856773,192.0,0.084,0.2163,38.0411136,1.54
367,6085.0,1.0,5688.0,4.0,7.1,5911.0,5.5,15678.0,0.071,14565.0,0.54,0.437,0.023,0.235,0.513,0.39,0.00284,0.00029,0.2075,0.8991439588741368,0.903487380854997,197.0,0.091,0.2178,39.0020994,1.6
